"p1.20160322"	"p1.20160401"	"p3.20160322"	"p3.20160401"	"p3.20160714"	"p3.20160811"	"p4.20160322"	"p4.20160401"	"p4.20160415"	"p4.20160713"	"p4.20160727"	"p5.20160322"	"p5.20160415"	"p5.20160715"	"p5.20160817"	"p6.20160322"	"p6.20160415"	"p6.20160701"	"p6.20160726"	"p7.20160322"	"p7.20160415"	"p7.20160713"	"p7.20160729"	"p8.20160720"	"p8.20160825"
"843"	21	168	947	337	28	51	184	146	108	32	55	2	8	0	18	0	6	2	2	0	2	11	4	4	22
"844"	2	15	124	50	12	8	247	141	14	6	19	0	6	0	4	0	44	5	0	0	4	4	10	2	0
"845"	2	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"846"	3	2	20	0	0	0	4	8	12	0	0	0	0	6	3	0	7	4	0	0	0	4	0	0	2
"847"	8	4	14	2	3	0	4	9	4	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0
"848"	6	231	480	295	29	23	180	139	66	52	51	0	6	2	0	0	12	0	0	4	0	2	0	2	3
"849"	4	0	7	3	0	11	0	10	4	88	6	0	5	4	10	0	3	0	3	0	0	7	0	8	0
"850"	4	2	293	514	462	70	125	154	197	17	24	117	126	42	201	29	152	205	112	82	14	343	193	414	978
"851"	2	0	48	4	3	2	71	53	45	2	8	2	6	2	0	0	10	0	0	2	0	0	8	4	8
"852"	2	0	67	122	51	5	0	48	111	2	16	0	26	62	248	10	34	50	13	0	47	14	18	154	5321
"853"	4	31	187	312	20127	148584	35826	92439	129450	50638	60969	204	6516	10873	9961	77	6721	334	149	10	271	1237	143	523	819
"854"	2	230	53	56	29	35	18	38	154	6	21	30	26	65	50	17	23	49	18	10	14	189	4	60	102
"855"	7	13	62	98	18	7	7	13	16	24	30	73	58	4	4	26	7	39	5	15	7	61	64	61	29
"856"	2	8	56	26	6	0	16	18	11	6	8	0	2	0	0	0	0	0	0	0	0	4	0	0	0
"857"	3	0	11	14	2	7	4	3	2	0	7	0	14	0	22	0	3	2	2	0	3	37	6	4	32
"858"	2	2	43	36	8	8	27	10	13	2	4	4	16	6	16	6	6	23	8	4	0	26	5	36	38
"859"	7	2	19	0	2	2	3	4	0	0	4	2	0	7	8	2	5	2	0	0	0	6	0	4	69
"860"	4	0	11	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"861"	2	16	2	0	8	10	0	15	15	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0
"862"	2	146	153	20	15	0	17	9	13	4	6	0	0	0	2	6	8	0	0	0	0	2	2	2	0
"863"	4	30	103	45	11	25	28	23	13	25	14	52	4	4	3	2	7	4	2	0	0	4	7	11	10
"864"	2	209	44	86	263	11	24	9	141	9	107	1976	2316	1171	1370	1047	905	797	431	1129	496	732	190	1670	1433
"865"	15	378	41	10	55	63	1880	608	59	47	15	67	140	60	56	126	124	899	178	89	37	371	147	366	51
"866"	2	12	59	14	17	22	12	20	21	34	55	14	21	44	39	5	8	2	2	90	4	2	6	18	8
"867"	4	5	50	7	15	22	4	14	0	20	23	19	7	13	18	0	0	0	0	3	0	2	0	8	13
"868"	2	0	12	16	11	2	2	12	0	0	8	5	0	0	0	0	3	5	5	49	0	2	16	5	5
"869"	4	239	120	44	4	43	30	38	70	0	2	4	2	7	0	2	0	0	0	0	2	0	0	4	2
"870"	4	0	8	3	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0
"871"	2	21	169	76	101	27	67	31	1582	20	160	242	410	126	45	271	309	108	129	103	113	179	39	327	566
"872"	6	0	6	0	2	0	0	2	2	2	2	0	0	0	3	2	0	0	0	0	0	0	0	0	0
"873"	4	62	636	202	238	51	58	155	23	28	147	95240	218933	30748	11775	68777	118582	15443	5733	87668	29526	5835	4871	23617	4324
"874"	4	17	67	5	5	6	13	32	4	4	10	0	0	2	22	3	0	0	0	0	3	3	4	4	4
"875"	2	2	13	9	0	11	6	2	4	0	4	0	0	2	0	4	3	5	0	0	0	6	2	6	0
"876"	11	33	101	49	2	6	77	63	27	12	18	0	18	0	0	2	48	0	6	0	0	8	12	8	37
"877"	4	15	54	28	2	37	4	14	2	2	8	39	64	50	42	53	67	10	7	10	6	12	4	128	142
"878"	3	0	16	2	20	4	19	7	8	0	21	491	447	360	221	251	205	316	93	247	120	148	65	76	336
"879"	4	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"880"	2	0	0	0	4	0	0	4	8	0	0	4	32	8	16	4	27	37	8	2	2	88	7	99	184
"881"	2	66	160	199	35	37	12	114	90	56	26	85	373	15	28	69	487	47	148	62	45	155	41	95	71
"882"	4	2	0	6	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
"883"	4	136	2	2	0	2	7	18	2	0	0	23	21	5	0	21	14	18	4	28	0	7	0	14	15
"884"	6	18	78	35	4	30	26	31	18	24	12	2	0	9	2	3	17	29	4	10	2	30	14	21	11
"885"	2	2	9	17	11	2	6	4	13	0	12	9	4	7	9	2	4	0	2	0	0	2	2	24	158
"886"	5	157	216	156	39	24	100	55	43	22	29	2	2	4	0	0	0	0	0	2	0	2	0	2	0
"888"	6	4	16	19	2	35	8	10	0	2	9	0	0	4	8	0	0	4	0	0	0	11	3	22	21
"889"	7	40	283	77	4	2	48	37	70	46	17	2	2	2	0	0	2	2	0	2	2	52	4	3	0
"890"	2	6	87	7	0	3	6	16	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"891"	2	2	22	8	2	0	0	2	6	4	4	19	41	45	41	9	9	96	28	3	4	151	52	580	609
"892"	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2
"893"	4	25	83	60	31	333	136	78	61	505	954	14	44	70	457	4	45	8	5	0	0	2	0	25	8
"894"	4	51	284	102	1718	118	127	139	557	232	826	38118	48882	61675	48384	20970	44132	57261	14574	20441	2875	40546	9321	109040	254118
"895"	3	0	16	7	12	11	6	2	0	0	2	328	785	7	73	182	598	8	0	182	0	10	7	172	166
"896"	2	2	44	16	4	19	7	0	4	0	57	11	2	4	0	0	3	17	0	0	9	13	4	10	13
"897"	2	11	12	8	21	146	16	27	11	29	60	10	40	95	47	4	47	8	6	6	2	21	6	66	31
"898"	2	0	6	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"900"	5	21	54	11	0	0	19	32	18	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"901"	2	0	20	16	2	0	15	4	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"902"	5	63	270	91	5	21	167	88	69	54	29	0	38	0	2	0	50	2	4	2	0	5	2	27	2
"903"	3	133	697	1667	547	729	2521	3672	6796	935	1476	122	1409	635	1542	25	1241	94	29	3	23	385	36	109	569
"904"	2	89	29	67	11	7	23	93	7	12	7	3	9	123	5	7	24	22	34	6	35	19	36	284	153
"905"	2	0	4	2	0	4	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"906"	5	60	170	278	82	0	27	68	133	45	20	7247	8870	863	406	5908	7689	828	180	6373	2351	507	279	867	176
"907"	2	3	64	4	2	12	44	10	11	3	11	0	6	0	0	0	6	0	2	0	0	0	0	2	2
"908"	4	6	0	48	2	0	12	3	20	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"909"	7	578	505	355	49	21	522	707	1099	48	113	16	86	4	5	0	85	0	0	0	28	0	0	0	2
"910"	4	15	61	0	20	11	81	0	20	18	54	13	44	18	0	5	39	8	18	15	43	40	6	61	32
"911"	2	2	0	0	0	0	2	0	6	0	2	0	0	2	9	2	0	6	4	0	0	6	5	18	68
"912"	2	51	169	72	4	9	48	24	8	4	17	0	4	8	8	0	0	0	0	0	2	100	2	52	21
"913"	2	48	54	16	0	0	9	0	6	0	0	2	2	8	4	0	2	13	2	0	2	2	9	4	2
"914"	2	7	17	0	0	0	8	11	7	0	5	16	0	42	54	4	2	24	18	0	6	13	15	4	7
"915"	6	4	2	13	2	4	0	75	2	6	3	4	0	3	0	0	0	0	0	0	0	0	0	0	0
"916"	4	16	34	6	7	3	17	0	18	12	22	80	0	0	2	35	12	11	0	7	5	9	15	19	32
"917"	2	2	8	0	8	0	0	2	0	0	0	233	92	10	15	273	82	301	12	113	86	721	161	57	54
"918"	3	6	47	19	15	27	6	10	12	45	37	18	22	63	32	17	0	15	8	0	0	136	44	24	53
"919"	4	0	9	2	0	38	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"920"	2	14	14	2	2	0	11	6	0	2	5	22	0	3	13	2	6	124	0	0	2	49	12	19	13
"921"	4	180	246	303	7	39	46	68	156	247	126	5	104	2	42	0	28	2	0	2	0	11	2	2	9
"922"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	14	0	0	0
"923"	4	0	48	4	0	4	2	4	4	0	0	6	0	16	2	8	0	6	5	3	3	8	2	8	7
"924"	2	0	2	21	156	7	0	8	91	175	0	0	41	12	191	10	34	47	22	4	108	42	13	17	30
"925"	4	6	76	26	63	22	418	108	80	10	23	166	41	134	232	80	42	1350	281	62	111	1236	2326	181	780
"926"	2	0	23	25	16	2	4	8	2	0	16	9	0	7	0	0	64	2	0	0	0	10	0	14	32
"927"	4	39	8	0	0	4	12	9	19	0	4	10	3	0	109	9	5	0	4	0	2	13	0	69	299
"928"	2	6	11	24	0	0	0	4	2	4	5	6	44	10	25	7	37	91	3	2	17	619	93	100	131
"929"	4	26	77	16	133	56	10	19	18	2	53	246	334	172	310	212	402	261	114	258	57	454	100	561	158
"930"	11	134	568	278	14	22	260	262	130	24	47	12	14	0	3	4	22	2	4	4	4	4	0	2	23
"931"	6	121	226	66	27	55	58	69	27	78	84	48	49	55	104	7	119	8	0	17	2	62	40	146	51
"932"	2	82	138	27	14	17	44	32	22	33	8	297	95	60	79	682	118	174	26	32	11	367	51	165	274
"933"	6	204	326	121	10	5	54	73	14	27	60	3	9	31	45	72	25	96	18	7	0	381	27	82	90
"934"	2	39	119	30	0	4	0	14	6	7	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2
"935"	2	18	180	173	151	94	17	102	36	27	20	411	244	340	305	326	128	590	202	491	376	195	168	588	355
"936"	2	39	34	33	2	2	11	16	11	4	10	0	4	2	4	2	0	0	0	0	0	0	0	6	11
"937"	4	22	184	4152	544	795	5	1706	1974	223	704	2	645	920	740	5	380	222	95	3	47	148	80	425	133
"938"	4	32	46	12	7	13	38	17	15	13	11	6	12	2	8	8	2	18	2	8	5	20	3	8	4
"939"	2	0	0	2	0	5	0	5	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	4	0
"940"	12	0	79	4	27	2	6	0	6	0	3	27	12	2	4	36	0	25	7	3	2	47	47	34	67
"941"	2	9	35	5	15	12	6	0	52	73	0	21	10	8	7	23	8	13	0	0	8	31	17	44	6
"942"	2	6	35	2	31	11	25	13	35	26	48	6	42	52	30	6	46	28	11	16	2	14	15	25	12
"944"	4	11	4	10	0	0	0	0	2	0	0	12	0	0	2	0	6	18	6	3	5	12	10	19	0
"945"	4	100	848	62	232	60	35	74	82	88	143	8631	7591	754	2956	13536	9277	8145	1129	852	1523	22253	1905	12668	15550
"946"	2	49	47	19	6	2	17	8	16	4	4	0	3	0	0	0	0	0	0	0	0	2	0	0	0
"947"	2	26	96	14	13	16	29	41	15	20	11	4	52	12	30	12	14	11	0	26	41	53	15	6	24
"948"	4	86	66	99	27	35	58	50	16	8	10	6	84	2	12	66	74	57	74	30	2	28	32	81	21
"949"	3	0	27	0	19	0	0	0	0	0	0	3	11	0	0	0	0	2	0	0	0	2	0	0	2
"950"	4	82	36363	906	30682	1760	367	42	3898	589	5174	82178	38025	15595	42376	58036	40018	185194	71874	47138	49788	171160	70867	89431	200157
"951"	2	6	18	3	0	0	24	8	4	7	13	27	11	0	37	24	6	5	2	0	0	5	2	31	5
"952"	2	14	0	23	21	0	50	2	51	7	0	3	2	9	0	0	4	16	11	5	3	5	0	2	6
"953"	2	0	20	2	6	6	0	22	0	4	0	4	2	16	0	7	0	46	38	2	11	62	153	6	53
"954"	2	0	6	2	0	0	6	0	224	0	0	12	2	0	0	8	33	25	2	7	0	10	11	0	9
"955"	2	0	47	4	0	0	0	10	0	0	0	4	2	2	2	4	0	0	0	0	2	4	8	6	2
"956"	2	5	61	1619	3685	150	10	417	1164	160	110	502	199	965	1204	91	150	301	148	35	665	289	63	1219	5429
"957"	2	0	7	0	0	0	8	0	0	0	0	0	2	0	0	4	0	0	0	0	0	5	0	0	4
"958"	3	8	0	7	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	2	2	0	0	8
"959"	2	2	12	24	20	7	72	31	0	16	25	44	3	0	0	18	4	24	0	7	0	0	47	8	2
"960"	2	0	10	0	0	0	2	2	3	8	5	0	4	0	0	0	8	0	0	0	0	0	0	0	0
"961"	2	9	0	19	7	17	5	4	4	0	0	5	6	6	16	11	8	68	0	6	0	157	13	49	175
"962"	2	0	21	10	0	5	40	0	12	12	29	0	0	0	3	0	0	4	0	25	0	0	0	0	3
"963"	2	0	0	0	0	0	0	6	0	0	4	0	0	0	0	11	0	56	6	13	2	18	14	14	5
"964"	4	159	6	4	2	0	201	76	7	2	0	41	46	36	8	14	9	294	32	20	16	78	39	104	13
"965"	2	2	50	4	0	0	65	16	2	2	0	0	0	0	5	4	0	8	0	2	0	0	0	2	71
"966"	5	10	0	0	0	7	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7
"967"	4	22	20	10	14	0	21	6	2	4	2	79	47	2	15	14	37	114	10	34	4	91	59	47	43
"969"	4	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"970"	2	16	51	18	2	2	20	15	12	0	0	0	2	52	0	0	3	2	0	0	2	0	0	2	2
"971"	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0
"972"	2	20	63	17	6	43	13	34	7	12	4	0	0	0	0	0	0	0	0	0	0	4	8	0	0
"973"	2	85	647	328	125	98	278	370	219	26	77	224	132	207	159	77	100	194	80	257	266	556	103	371	733
"974"	7	0	11	27	2	6	2	0	0	0	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"975"	4	4	21	0	0	0	153	12	0	2	0	33	2	3	2	17	0	2	14	0	11	10	4	0	0
"976"	2	18	116	18	0	6	36	21	42	14	42	5	27	2	2	2	2	6	11	0	0	64	6	35	67
"977"	6	9	12	53	4	0	21	2	15	0	3	0	2	2	4	0	0	0	0	0	0	0	0	0	0
"978"	2	0	45	7	5	9	19	2	8	0	0	0	0	4	9	0	0	0	0	0	2	2	0	10	6
"979"	2	53	114	35	2	32	4	29	19	23	97	0	65	15	20	0	20	8	0	0	2	6	0	8	14
"980"	4	15	38	22	0	19	13	16	17	2	6	0	2	8	0	0	10	2	0	0	0	3	0	5	0
"981"	2	0	2	0	17	9	5	18	0	7	5	4	0	2	0	5	10	2	0	0	0	13	2	9	4
"982"	2	64	227	26	44	0	9	4	27	100	20	122	1867	1166	537	126	3699	2573	988	22	5238	15810	9856	1827	1211
"983"	2	0	3	0	0	0	0	2	0	2	6	7	2	2	0	0	27	21	2	0	0	7	2	2	17
"984"	10	7	53	10	17	4	11	20	10	12	25	12	29	110	51	17	25	76	8	12	4	129	45	521	343
"985"	2	13	50	8	2	2	21	8	4	7	21	2	2	2	0	0	0	2	2	0	0	0	0	4	0
"986"	2	2	3	0	0	0	2	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	4	3
"987"	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"988"	2	0	7	0	5	0	0	0	0	5	43	0	0	0	0	29	0	0	0	0	0	10	10	0	2
"989"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	4	0	8	0
"990"	3	54	59	53	23	12	64	18	2	5	6	272	55	103	141	84	27	470	164	58	28	86	385	50	27
"991"	2	37	136	41	31	31	24	11	10	49	29	0	0	0	2	2	0	2	0	0	0	4	0	2	23
"992"	4	20	197	787	905	284	16	928	1083	689	457	1050	2292	2135	1827	1416	1193	903	130	2245	946	2404	1609	782	1614
"993"	2	26	516	108	124	25	39	43	21	49	251	222	100	84	168	112	92	491	276	200	155	496	402	599	528
"994"	2	0	10	6	2	7	0	0	13	4	28	2	0	0	3	0	14	7	0	0	0	7	2	7	5
"995"	2	9	35	15	34	0	13	4	6	3	6	0	2	3	0	0	0	0	0	0	0	0	0	11	21
"996"	2	8	73	13	0	7	11	9	14	10	5	3	2	5	8	2	0	4	0	0	0	5	2	25	98
"997"	5	70	59	129	69	5	12	24	52	14	14	811	499	68	96	1050	158	231	82	542	45	155	144	180	155
"998"	2	72	42	17	0	7	14	18	16	17	3	5	5	3	7	2	9	5	2	0	3	33	13	38	9
"999"	4	13	79	14	17	0	4	20	4	11	18	1034	1887	1368	936	1686	777	729	169	164	935	3836	363	3770	4381
"1000"	2	28	642	199	253	137	61	59	81	94	228	78	199	358	359	129	501	387	107	348	134	161	122	239	134
"1001"	5	0	59	4	256	2	2	4	4	25	93	2939	816	1251	1913	1135	511	6018	468	1299	713	1145	2555	834	1342
"1002"	2	0	6	0	0	0	14	39	2	0	5	28	55	4	21	17	39	28	25	0	28	16	25	23	19
"1003"	2	2	28	30	7	2	3	25	7	27	2	112	51	25	56	120	22	9	10	57	61	22	22	20	68
"1004"	3	2	48	4	6	7	6	19	0	0	8	19	9	20	36	21	10	250	66	18	6	278	475	49	115
"1005"	2	26	240	204	0	10	271	213	240	14	4	2	2	0	0	0	0	0	0	0	0	7	0	0	0
"1007"	2	2	11	0	14	6	4	0	2	0	4	23	26	6	54	10	70	165	18	36	6	178	460	71	133
"1008"	2	0	24	0	0	0	0	0	3	2	2	15	6	28	0	2	2	14	2	4	8	17	12	2	7
"1009"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
"1010"	2	6	21	89	2	0	16	19	2	2	9	0	0	6	0	0	3	0	0	0	0	2	0	0	19
"1011"	3	0	0	0	0	0	17	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
"1012"	2	17	31	8	24	0	13	19	23	0	39	28	39	99	2	42	17	15	0	9	7	35	2	86	68
"1013"	9	0	38	4	2	0	10	0	2	0	33	2	39	0	2	6	7	7	0	6	0	3	6	8	0
"1014"	2	0	2	11	0	0	0	0	0	0	0	33	18	82	0	2	20	3	2	8	0	16	6	38	5
"1015"	7	172	179	463	163	83	43	136	381	34	74	1567	931	902	470	842	2155	1320	736	1209	693	856	372	2777	2694
"1016"	9	145	129	1701	161	289	139	424	310	1426	180	298	778	1983	470	465	234	165	19	152	26	294	114	128	267
"1017"	2	16	18	17	2	34	9	8	2	5	8	0	0	0	6	0	3	0	0	0	0	0	0	4	16
"1018"	4	2	18	4	15	0	6	0	0	0	50	4	0	0	8	0	8	0	4	0	0	3	0	0	0
"1019"	2	24	105	26	2	156	25	17	9	0	5	2	0	2	0	0	3	0	0	0	0	54	4	0	0
"1020"	2	96	21	129	10	3	4	55	67	0	11	6	17	31	76	10	33	59	0	0	0	31	0	23	5
"1021"	4	26	67	32	13	4	34	22	4	0	12	972	694	1011	450	706	1063	34	57	266	74	188	18	4187	6892
"1022"	7	71	43	45	15	24	31	6	14	14	25	0	4	2	0	2	2	6	0	0	0	0	2	3	5
"1023"	2	7	661	5	0	0	235	2	7	2	51	7	0	27	9	0	0	33	88	0	2	4	2	8	15
"1024"	2	31	76	8	15	28	69	35	14	0	44	94	16	14	60	29	2	104	45	9	3	147	279	89	113
"1025"	3	0	4	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	0	10	1	0	0
"1026"	4	105	200	12	10	17	24	22	43	10	8	0	0	5	0	5	2	0	0	0	14	40	0	31	513
"1027"	2	0	11	0	36	6	0	4	7	3	5	164	239	215	96	94	210	289	41	102	57	144	273	349	205
"1029"	2	0	0	7	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"1030"	2	2	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	13	26	0	3
"1031"	6	1278	5617	98662	704149	509626	342	110909	159608	223865	338469	97772	151450	387171	148125	112198	116217	121352	54952	75723	32377	71037	48996	152751	102154
"1032"	2	5	790	21	0	14	71	20	64	0	27	166	14	415	131	23	95	35	362	105	121	304	325	21	519
"1033"	2	9	19	19	62	37	6	6	50	19	8	62	243	167	107	36	171	124	148	105	212	134	43	197	188
"1034"	2	29	11	45	211	85	0	0	147	64	187	0	43	19	50	0	33	5	4	0	0	28	0	5	5
"1035"	2	0	22	5	2	0	2	11	0	0	23	53	165	18	15	522	237	10	8	276	96	32	8	63	68
"1036"	8	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	4	10	0	0	0	6	0	0	18
"1037"	2	101	109	54	20	62	119	45	37	0	57	24	6	9	17	7	3	27	7	6	5	4	15	4	2
"1038"	2	0	34	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1039"	2	0	13	0	10	17	11	7	10	5	8	13	17	20	13	0	95	4	2	0	4	0	0	26	14
"1040"	7	28	22	42	22	30	3	0	97	0	2	0	0	3	0	0	0	5	9	32	3	6	2	0	6
"1041"	2	0	28	34	2	2	113	58	6	0	49	31	16	0	26	40	28	33	2	24	8	171	9	42	31
"1042"	2	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"1043"	2	4	0	12	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"1044"	7	9	19	2	0	30	8	4	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"1045"	2	0	30	0	992	2	21	0	6	12	684	1996	386	16391	24642	207	127	37836	18906	175	49	33185	32521	42158	33008
"1046"	2	19	18	71	30	63	54	72	28	23	47	5	22	16	13	0	12	9	2	0	2	35	0	12	31
"1047"	2	0	0	0	0	2	0	0	0	0	0	0	14	0	12	0	9	0	0	0	0	0	0	0	0
"1048"	4	12	82	53	14	4	12	23	24	23	10	33	9	6	16	43	40	106	8	13	12	135	69	162	81
"1049"	18	272	773	385	65	90	287	287	215	129	98	2	12	8	7	2	21	2	0	0	0	15	6	225	4
"1050"	4	17	40	25	0	0	20	13	2	6	13	0	8	0	0	0	0	2	0	0	0	0	0	0	0
"1053"	2	0	73	18	2	0	4	12	0	4	2	0	0	2	0	5	0	0	0	0	0	0	0	10	4
"1054"	2	2	15	11	8	6	7	8	3	31	0	9	16	6	12	9	17	36	0	8	0	20	0	48	51
"1055"	2	0	3	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	2
"1056"	4	2	6	0	0	2	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"1057"	2	2	2	0	0	0	0	0	0	2	7	0	0	0	7	0	0	0	0	0	0	43	0	0	4
"1058"	2	341	675	554	8	4	147	77	71	5	8	0	0	0	0	0	0	0	0	0	0	5	4	2	0
"1059"	2	5	36	14	0	4	26	142	42	8	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0
"1060"	3	16	9	17	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"1062"	4	10	10	2	75	0	8	6	0	3	14	70	132	268	668	199	135	12184	220	23	59	44222	3417	1939	3674
"1063"	2	4	27	45	2	3	14	10	0	4	4	13	13	2	0	10	0	16	4	10	2	10	2	2	6
"1064"	2	2	2	0	0	0	0	0	7	0	0	0	16	10	37	13	13	15	0	0	0	3	4	0	12
"1065"	8	145	138	47	17	10	51	21	13	15	20	2	2	2	4	2	0	20	0	0	0	18	16	10	2
"1066"	2	0	2	6	3	7	4	0	0	0	0	2	8	0	0	59	0	9	5	0	2	0	0	24	13
"1067"	2	0	2	0	2	2	0	2	2	0	0	0	7	0	0	27	3	14	12	6	14	3	13	21	3
"1068"	4	37	109	62	2	14	33	31	26	14	11	2	4	0	2	5	0	16	0	0	7	8	16	7	0
"1069"	2	80	69	38	6	50	50	47	11	2	10	0	2	0	2	0	0	2	0	0	0	2	0	0	2
"1070"	2	0	9	2	4	0	0	0	0	0	0	8	3	0	0	4	0	6	0	5	2	2	4	4	3
"1071"	2	46	86	74	8	20	30	37	22	3	14	9	12	13	13	7	3	2	0	0	0	11	0	80	9
"1072"	2	31	136	281	53	23	29	93	47	18	24	16	41	12	21	10	18	134	51	21	12	24	24	17	52
"1073"	2	0	2	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1074"	2	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2
"1075"	2	0	11	5	0	0	0	2	0	0	0	0	12	0	2	0	4	2	0	0	3	8	4	29	50
"1076"	2	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"1077"	2	0	4	2	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
"1078"	2	28	5	0	150	35	6	9	4	20	27	66	29	63	23	75	819	12	13	161	179	40	44	112	1980
"1079"	4	105	41	96	11	10	62	13	66	15	27	4	7	9	15	9	10	0	0	0	0	2	4	36	27
"1080"	2	20	15	15	0	0	2	2	13	6	0	0	6	4	10	6	8	2	2	0	2	10	6	19	17
"1081"	2	0	4	2	0	2	0	8	3	0	0	4	0	0	3	0	0	5	4	0	0	0	0	0	0
"1082"	2	2	23	22	4	20	10	2	5	46	4	42	256	38	42	174	145	148	6	4	40	193	23	153	158
"1083"	6	0	2	0	0	0	0	3	2	2	7	0	0	0	3	0	19	8	2	0	12	0	0	0	0
"1084"	2	18	87	3	29	8	4	8	6	0	6	30	23	23	10	0	6	63	0	103	9	9	39	12	80
"1085"	2	3	5	0	7	0	14	0	0	7	0	0	0	6	2	3	0	8	0	7	0	7	10	4	2
"1086"	2	19	57	26	6	5	65	34	27	20	7	319	62	10	17	15	170	21	9	28	2	228	34	26	39
"1087"	2	30	418	75	79	47	30	46	48	36	121	375	196	512	298	312	353	574	199	88	101	341	245	979	428
"1088"	2	0	14	5	0	3	0	0	2	0	0	0	0	2	5	0	2	7	0	0	2	4	0	2	3
"1089"	2	201	240	131	11	114	152	90	539	228	209	77	149	70	72	109	208	180	94	25	69	376	141	324	594
"1090"	2	2	61	5	0	0	0	4	2	0	24	0	0	0	0	2	7	0	0	0	0	2	0	0	4
"1091"	5	75	167	0	4	6	34	3	44	39	24	0	0	0	0	0	0	0	0	0	0	0	13	6	2
"1092"	2	0	0	0	0	10	0	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	4	70
"1093"	2	0	8	2	0	0	2	2	0	0	0	49	26	2	73	7	25	6	0	7	2	3	5	6	6
"1094"	2	0	11	6	0	2	11	4	2	2	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0
"1095"	3	28	8	58	2	4	28	4	4	0	2	0	8	0	2	5	17	0	0	0	0	0	6	14	0
"1096"	4	4	28	4	4	2	7	2	4	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1097"	2	45	92	50	5	8	37	6	35	14	22	0	11	8	2	0	17	5	6	0	35	42	4	8	18
"1098"	5	7	62	35	16	9	52	15	8	2	39	5	4	2	6	0	6	0	0	4	0	10	0	3	0
"1099"	3	120	2	94	0	16	40	0	2	0	27	3	6	7	7	2	0	31	6	0	0	0	4	2	2
"1100"	4	0	2	0	37	53	112	38	12	53	77	2	16	53	28	2	11	0	0	0	2	2	4	8	2
