"Kingdom"	"Superphylum"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"en_ASV_00103"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"ep_ASV_00035"	"Eukaryota"	"Hacrobia"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_XXX"	"Picozoa_XXXX"	"Picozoa_XXXX_sp"
"bp_ASV_000078"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"uncultured_marine_bacterium"
"bn_ASV_000075"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"uncultured_marine_bacterium"
"ep_ASV_00141"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-2"	"MAST-2B"	"MAST-2B_X"	"MAST-2B_X_sp"
"ep_ASV_00022"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"bp_ASV_000075"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"uncultured_marine_bacterium"
"en_ASV_00109"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas_Clade-B.E.3"
"en_ASV_00112"	"Eukaryota"	"Hacrobia"	"Cryptophyta"	"Cryptophyceae"	"Cryptophyceae_X"	"Cryptomonadales"	"Cryptomonadales_X"	"Cryptomonadales_X_sp"
"en_ASV_00329"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"ep_ASV_00072"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida_G"	"Strombidiida_G_X"	"Strombidiida_G_XX"	"Strombidiida_G_XX_sp"
"ep_ASV_00135"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Dictyochophyceae_X"	"Florenciellales"	"Florenciella"	"Florenciella_parvula"
"ep_ASV_00104"	"Eukaryota"	"Hacrobia"	"Katablepharidophyta"	"Katablepharidaceae"	"Katablepharidales"	"Katablepharidales_X"	"Katablepharidales_XX"	"Katablepharidales_XX_sp"
"ep_ASV_00132"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-3"	"MAST-3E"	"MAST-3E_X"	"MAST-3E_X_sp"
"ep_ASV_00116"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-4"	"MAST-4B"	"MAST-4B_X"	"MAST-4B_X_sp"
"bp_ASV_000020"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium_PCC-6307"	"uncultured_bacterium"
"bp_ASV_000046"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ia"	"uncultured_marine_bacterium"
"bn_ASV_000123"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"uncultured_bacterium"
"ep_ASV_00082"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"bp_ASV_000151"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"ep_ASV_00051"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"ep_ASV_00145"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Tontoniidae_B"	"Pseudotontonia"	"Pseudotontonia_sp"
"en_ASV_00837"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	"Centroheliozoa_X"	"Pterocystida"	"Pterocystida_X"	"Pterocystida_XX"	"Pterocystida_XX_sp"
"bn_ASV_000046"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ia"	"uncultured_marine_bacterium"
"bn_ASV_000078"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"uncultured_marine_bacterium"
"bp_ASV_000124"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"en_ASV_00206"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-4"	"Syndiniales-Group-I-Clade-4_X"	"Syndiniales-Group-I-Clade-4_X_sp"
"ep_ASV_00101"	"Eukaryota"	"Hacrobia"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_XXX"	"Picozoa_XXXX"	"Picozoa_XXXX_sp"
"bn_ASV_000164"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Sphingobium_lactosutens_DS20"
"bn_ASV_000234"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	"uncultured_bacterium"
"en_ASV_00472"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida_G"	"Strombidiida_G_X"	"Strombidiida_G_XX"	"Strombidiida_G_XX_sp"
"bn_ASV_000102"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	"Nisaeaceae"	"Nisaeaceae_OM75"	"uncultured_bacterium"
"bn_ASV_000115"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ia"	"uncultured_bacterium"
"bp_ASV_000123"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"uncultured_bacterium"
"ep_ASV_00091"	"Eukaryota"	"Hacrobia"	"Cryptophyta"	"Cryptophyceae"	"Cryptophyceae_X"	"Cryptomonadales"	"Cryptomonadales_X"	"Cryptomonadales_X_sp"
"bn_ASV_000037"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"Parvibaculales_OCS116"	"Parvibaculales_OCS116"	"uncultured_bacterium"
"bp_ASV_000088"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS2b"	"uncultured_marine_bacterium"
"en_ASV_00077"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Chaetoceros"	"Chaetoceros_setoense"
"bn_ASV_000240"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ib"	"uncultured_bacterium"
"bn_ASV_000100"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillales_AEGEAN-169"	"Rhodospirillales_AEGEAN-169"	"uncultured_marine_bacterium"
"bp_ASV_000090"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_Bacteroidetes_bacterium"
"bn_ASV_000017"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amylibacter"	"uncultured_bacterium"
"en_ASV_00563"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Prorocentrales"	"Prorocentraceae"	"Prorocentrum"	"Prorocentrum_sp"
"bn_ASV_000089"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_SAR86_cluster_bacterium"
"bn_ASV_000124"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"en_ASV_00075"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Radial-centric-basal-Coscinodiscophyceae"	"Leptocylindrus"	"Leptocylindrus_aporus"
"bn_ASV_000151"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"ep_ASV_00045"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Pelagophyceae"	"Pelagomonadales"	"Pelagomonadaceae"	"Pelagomonas"	"Pelagomonas_calceolata"
"ep_ASV_00036"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"ep_ASV_00192"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Prorocentrales"	"Prorocentraceae"	"Prorocentrum"	"Prorocentrum_sp"
"ep_ASV_00128"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"bn_ASV_000221"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"Puniceispirillales_SAR116"	"Puniceispirillales_SAR116"	"uncultured_bacterium"
"ep_ASV_00080"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00155"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-2"	"Telonemia-Group-2_X"	"Telonemia-Group-2_X_sp"
"bp_ASV_000033"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Planktomarina"	"uncultured_bacterium"
"bp_ASV_000077"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Rhodothermia"	"Balneolales"	"Balneolaceae"	"Balneola"	"uncultured_bacterium"
"bn_ASV_000132"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Actinomarina"	"uncultured_bacterium"
"ep_ASV_00150"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Torodiniales"	"Torodiniaceae"	"Kapelodinium"	"Kapelodinium_vestifici"
"bp_ASV_000037"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"Parvibaculales_OCS116"	"Parvibaculales_OCS116"	"uncultured_bacterium"
"bp_ASV_000070"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Cryomorphaceae_X"	"uncultured_marine_bacterium"
"ep_ASV_00050"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-3"	"MAST-3C"	"MAST-3C_X"	"MAST-3C_X_sp"
"bn_ASV_000014"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"	"uncultured_bacterium"
"bn_ASV_000104"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"en_ASV_00391"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"en_ASV_00512"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Thalassiosira"	"Thalassiosira_profunda"
"bn_ASV_000179"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	"SCGC_AAA164-E04"	"Verrucomicrobia_bacterium_SCGC_AAA164-E04"
"en_ASV_00463"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"en_ASV_00053"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000202"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"uncultured_Psychrobacter_sp"
"en_ASV_00397"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas_sp"
"bp_ASV_000059"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bn_ASV_000056"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodovibrionales"	"Kiloniellaceae"	"Kiloniella"	"Kiloniella_laminariae"
"bp_ASV_000132"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Actinomarina"	"uncultured_bacterium"
"bn_ASV_000184"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_II"	"SAR11_Clade_II"	"uncultured_bacterium"
"bn_ASV_000028"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Lentimonas"	"seawater_metagenome"
"ep_ASV_00057"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-16"	"Syndiniales-Group-II-Clade-16_X"	"Syndiniales-Group-II-Clade-16_X_sp"
"en_ASV_00525"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bp_ASV_000081"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Actinomarina"	"uncultured_marine_bacterium"
"bn_ASV_000059"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bn_ASV_000116"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"marine_metagenome"
"en_ASV_00096"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"bp_ASV_000017"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amylibacter"	"uncultured_bacterium"
"ep_ASV_00009"	"Eukaryota"	"Rhizaria"	"Radiolaria"	"Acantharea"	"Arthracanthida-Symphyacanthida"	"Arthracanthida-Symphyacanthida_X"	"Arthracanthida-Symphyacanthida_XX"	"Arthracanthida-Symphyacanthida_XX_sp"
"ep_ASV_00014"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"en_ASV_00092"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus_prasinos"
"ep_ASV_00239"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"Labyrinthulea"	"Labyrinthulales"	"Labyrinthulaceae"	"Labyrinthulaceae_X"	"Labyrinthulaceae_X_sp"
"en_ASV_00940"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-2"	"Telonemia-Group-2_X"	"Telonemia-Group-2_X_sp"
"en_ASV_00953"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000043"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"uncultured_bacterium"
"bp_ASV_000039"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thioglobaceae"	"SUP05_cluster"	"uncultured_marine_bacterium"
"bn_ASV_000077"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Rhodothermia"	"Balneolales"	"Balneolaceae"	"Balneola"	"uncultured_bacterium"
"bn_ASV_000079"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"uncultured_bacterium"
"bn_ASV_000149"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ia"	"unidentified_marine_bacterioplankton"
"ep_ASV_00019"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"bn_ASV_000080"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ib"	"uncultured_bacterium"
"bn_ASV_000216"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionales_X"	"Micavibrionales_X"	"uncultured_alpha_proteobacterium"
"bn_ASV_000039"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thioglobaceae"	"SUP05_cluster"	"uncultured_marine_bacterium"
"en_ASV_00271"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Prorocentrales"	"Prorocentraceae"	"Prorocentrum"	"Prorocentrum_rhathymum"
"bn_ASV_000081"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Actinomarina"	"uncultured_marine_bacterium"
"bp_ASV_000116"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"marine_metagenome"
"bp_ASV_000221"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"Puniceispirillales_SAR116"	"Puniceispirillales_SAR116"	"uncultured_bacterium"
"bn_ASV_000379"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiales_DEV007"	"Verrucomicrobiales_DEV007"	"uncultured_bacterium"
"ep_ASV_00215"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-III"	"Syndiniales-Group-III_X"	"Syndiniales-Group-III_XX"	"Syndiniales-Group-III_XX_sp"
"ep_ASV_00302"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-III"	"Syndiniales-Group-III_X"	"Syndiniales-Group-III_XX"	"Syndiniales-Group-III_XX_sp"
"bn_ASV_000177"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Aurantimonas"	"Aurantimonas_coralicida_DSM_14790"
"bp_ASV_000083"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	"uncultured_marine_bacterium"
"en_ASV_00102"	"Eukaryota"	"Rhizaria"	"Radiolaria"	"Acantharea"	"Arthracanthida-Symphyacanthida"	"Arthracanthida-Symphyacanthida_X"	"Arthracanthida-Symphyacanthida_XX"	"Arthracanthida-Symphyacanthida_XX_sp"
"bn_ASV_000427"	"Bacteria"	"Actinobacteria"	"Actinobacteria_X"	"Actinobacteria_X"	"Actinobacteria_PeM15"	"Actinobacteria_PeM15"	"Actinobacteria_PeM15"	"uncultured_marine_bacterium"
"bp_ASV_000115"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ia"	"uncultured_bacterium"
"en_ASV_00119"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"en_ASV_00205"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"ep_ASV_00064"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"ep_ASV_00115"	"Eukaryota"	"Hacrobia"	"Katablepharidophyta"	"Katablepharidaceae"	"Katablepharidales"	"Katablepharidales_X"	"Katablepharidales_XX"	"Katablepharidales_XX_sp"
"bp_ASV_000112"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_KI89A"	"Gammaproteobacteria_KI89A"	"Gammaproteobacteria_KI89A"	"uncultured_bacterium"
"bp_ASV_000163"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"marine_metagenome"
"en_ASV_00167"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Radial-centric-basal-Coscinodiscophyceae"	"Leptocylindrus"	"Leptocylindrus_convexus"
"en_ASV_00304"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Kareniaceae"	"Karlodinium"	"Karlodinium_veneficum"
"bp_ASV_000089"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_SAR86_cluster_bacterium"
"bp_ASV_000063"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"Puniceispirillales_SAR116"	"Puniceispirillales_SAR116"	"uncultured_bacterium"
"bp_ASV_000282"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"en_ASV_00547"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-III"	"Syndiniales-Group-III_X"	"Syndiniales-Group-III_XX"	"Syndiniales-Group-III_XX_sp"
"en_ASV_00417"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Torodiniales"	"Torodiniaceae"	"Kapelodinium"	"Kapelodinium_vestifici"
"bn_ASV_000112"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_KI89A"	"Gammaproteobacteria_KI89A"	"Gammaproteobacteria_KI89A"	"uncultured_bacterium"
"en_ASV_00254"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"en_ASV_00782"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00208"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-2"	"Telonemia-Group-2_X"	"Telonemia-Group-2_X_sp"
"bn_ASV_000289"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"en_ASV_00628"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-2"	"Telonemia-Group-2_X"	"Telonemia-Group-2_X_sp"
"en_ASV_01187"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Ptychodiscaceae"	"Ptychodiscus"	"Ptychodiscus_noctiluca"
